refOTU designation,A1,A2a,A2b,A2c,A3a,A3b,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5
V3_Clostridiales_refOTU_424,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_425,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_426,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
V3_Clostridiales_refOTU_427,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
V3_Clostridiales_refOTU_428,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
V3_Clostridiales_refOTU_429,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
V3_Clostridiales_refOTU_430,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0
V3_Clostridiales_refOTU_431,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_432,0,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0
V3_Clostridiales_refOTU_433,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
V3_Clostridiales_refOTU_434,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
V3_Clostridiales_refOTU_435,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0
V3_Clostridiales_refOTU_436,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0
V3_Clostridiales_refOTU_437,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1
V3_Clostridiales_refOTU_438,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_439,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_440,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
V3_Clostridiales_refOTU_441,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0
V3_Clostridiales_refOTU_442,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_443,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_444,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0
V3_Clostridiales_refOTU_445,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_446,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
V3_Clostridiales_refOTU_447,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_448,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
V3_Clostridiales_refOTU_449,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_450,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,1
V3_Clostridiales_refOTU_451,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
V3_Clostridiales_refOTU_452,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_453,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0
V3_Clostridiales_refOTU_454,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1
V3_Clostridiales_refOTU_455,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
V3_Clostridiales_refOTU_456,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_457,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_458,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1
V3_Clostridiales_refOTU_459,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Clostridiales_refOTU_460,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0
V3_Clostridiales_refOTU_461,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1
V3_Clostridiales_refOTU_462,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_463,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0
V3_Clostridiales_refOTU_464,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_465,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_466,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0
V3_Clostridiales_refOTU_467,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Clostridiales_refOTU_468,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
V3_Clostridiales_refOTU_469,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_470,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
V3_Clostridiales_refOTU_471,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
V3_Clostridiales_refOTU_473,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_474,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_475,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_476,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0
V3_Clostridiales_refOTU_477,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0
V3_Clostridiales_refOTU_478,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
V3_Clostridiales_refOTU_479,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0
V3_Clostridiales_refOTU_480,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_481,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
V3_Clostridiales_refOTU_482,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0
V3_Clostridiales_refOTU_483,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Clostridiales_refOTU_484,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
V3_Clostridiales_refOTU_485,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0
V3_Clostridiales_refOTU_486,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1
V3_Clostridiales_refOTU_487,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0
V3_Clostridiales_refOTU_488,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_489,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_490,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
V3_Clostridiales_refOTU_491,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_492,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_493,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
V3_Clostridiales_refOTU_494,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0
V3_Clostridiales_refOTU_495,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
V3_Clostridiales_refOTU_496,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
V3_Clostridiales_refOTU_497,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0
V3_Clostridiales_refOTU_498,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
V3_Clostridiales_refOTU_499,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
V3_Clostridiales_refOTU_500,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Clostridiales_refOTU_501,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Clostridiales_refOTU_502,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
V3_Clostridiales_refOTU_503,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0
V3_Clostridiales_refOTU_504,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Clostridiales_refOTU_505,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Clostridiales_refOTU_506,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Clostridiales_refOTU_507,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
V3_Clostridiales_refOTU_508,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0
V3_Clostridiales_refOTU_509,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
V3_Clostridiales_refOTU_510,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
V3_Clostridiales_refOTU_511,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Clostridiales_refOTU_512,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
V3_Clostridiales_refOTU_513,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0
V3_Clostridiales_refOTU_514,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
V3_Clostridiales_refOTU_515,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
V3_Clostridiales_refOTU_516,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0
V3_Clostridiales_refOTU_517,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
V3_Clostridiales_refOTU_518,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
V3_Clostridiales_refOTU_519,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Clostridiales_refOTU_520,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
V3_Clostridiales_refOTU_521,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
V3_Clostridiales_refOTU_522,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
V3_Clostridiales_refOTU_523,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_524,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
V3_Clostridiales_refOTU_525,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
V3_Clostridiales_refOTU_526,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
V3_Clostridiales_refOTU_527,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_528,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_529,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_530,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_531,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_532,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_533,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_534,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_535,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_536,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_537,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_538,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_539,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_540,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Clostridiales_refOTU_541,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_542,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_543,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_544,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_545,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_546,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0
V3_Clostridiales_refOTU_547,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0
V3_Clostridiales_refOTU_548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
V3_Clostridiales_refOTU_549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
V3_Clostridiales_refOTU_550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
V3_Clostridiales_refOTU_551,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_552,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_553,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_554,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_555,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_556,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_557,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1
V3_Clostridiales_refOTU_558,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_559,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_560,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1
V3_Clostridiales_refOTU_561,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
V3_Clostridiales_refOTU_562,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
V3_Clostridiales_refOTU_563,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
V3_Clostridiales_refOTU_564,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
V3_Clostridiales_refOTU_565,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_566,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_567,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Clostridiales_refOTU_568,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Clostridiales_refOTU_569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
V3_Clostridiales_refOTU_570,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_571,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_572,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_573,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_574,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_575,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_576,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_577,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
V3_Clostridiales_refOTU_578,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_579,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_580,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_581,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_582,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
V3_Clostridiales_refOTU_583,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_584,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_585,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
V3_Clostridiales_refOTU_586,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
V3_Clostridiales_refOTU_587,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
V3_Clostridiales_refOTU_588,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
V3_Clostridiales_refOTU_589,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
V3_Clostridiales_refOTU_590,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
V3_Clostridiales_refOTU_591,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
V3_Clostridiales_refOTU_592,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_593,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
V3_Clostridiales_refOTU_594,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Clostridiales_refOTU_595,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Clostridiales_refOTU_596,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_597,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
V3_Clostridiales_refOTU_598,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V3_Clostridiales_refOTU_599,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
V3_Clostridiales_refOTU_600,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_601,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_602,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_603,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_604,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_605,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_606,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_607,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
V3_Clostridiales_refOTU_608,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Clostridiales_refOTU_609,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Clostridiales_refOTU_610,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Clostridiales_refOTU_611,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_612,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_613,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
V3_Clostridiales_refOTU_615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
V3_Clostridiales_refOTU_616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
V3_Clostridiales_refOTU_617,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
V3_Clostridiales_refOTU_618,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_619,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_620,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
V3_Clostridiales_refOTU_621,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_622,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Clostridiales_refOTU_623,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Clostridiales_refOTU_624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
V3_Clostridiales_refOTU_625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
V3_Clostridiales_refOTU_626,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_627,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_628,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
V3_Clostridiales_refOTU_629,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
V3_Clostridiales_refOTU_630,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
V3_Clostridiales_refOTU_631,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
V3_Clostridiales_refOTU_632,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_633,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Clostridiales_refOTU_634,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
V3_Clostridiales_refOTU_635,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Clostridiales_refOTU_636,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
V3_Clostridiales_refOTU_637,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V3_Clostridiales_refOTU_638,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V3_Clostridiales_refOTU_639,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
V3_Clostridiales_refOTU_640,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
V3_Clostridiales_refOTU_641,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
V3_Clostridiales_refOTU_642,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
V3_Clostridiales_refOTU_643,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_644,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_645,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_646,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
V3_Clostridiales_refOTU_647,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_648,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_649,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
V3_Clostridiales_refOTU_650,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
V3_Clostridiales_refOTU_651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
V3_Clostridiales_refOTU_652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
V3_Clostridiales_refOTU_653,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
V3_Clostridiales_refOTU_654,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
V3_Clostridiales_refOTU_655,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
V3_Clostridiales_refOTU_656,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
V3_Clostridiales_refOTU_657,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
V3_Clostridiales_refOTU_658,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
V3_Clostridiales_refOTU_659,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_660,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_661,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_662,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_663,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_664,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_665,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_666,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_667,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Clostridiales_refOTU_668,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_669,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_670,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_671,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_672,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_673,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_674,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_675,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_676,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
V3_Clostridiales_refOTU_677,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
V3_Clostridiales_refOTU_678,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_679,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_680,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Clostridiales_refOTU_681,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Clostridiales_refOTU_682,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
V3_Clostridiales_refOTU_683,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Clostridiales_refOTU_684,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Clostridiales_refOTU_685,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
