refOTU designation,A1,A2a,A2b,A2c,A3a,A3b,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5
V3_Bacteroidales_refOTU_3,0,0,0,0,0,0,0,0,16,14,0,24,22,0,0,0,0,0
V3_Bacteroidales_refOTU_4,0,0,0,0,0,0,0,0,7,9,0,7,9,0,0,0,0,0
V3_Bacteroidales_refOTU_5,0,0,0,0,0,0,0,0,3,5,0,5,8,0,0,0,0,0
V3_Bacteroidales_refOTU_6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
V3_Bacteroidales_refOTU_7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
V3_Bacteroidales_refOTU_8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
V3_Bacteroidales_refOTU_9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
V3_Bacteroidales_refOTU_10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V3_Bacteroidales_refOTU_11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Bacteroidales_refOTU_12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Gemella_refOTU_1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
V3_Gemella_refOTU_2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
V3_Gemella_refOTU_3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Gemella_refOTU_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Staphylococcus_refOTU_1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Turicibacter_refOTU_1,6,0,2,0,0,0,46,4,15,36,0,0,1,1,7,11,18,14
V3_Turicibacter_refOTU_2,0,0,0,0,0,0,0,0,1,3,11,0,3,0,0,0,0,0
V3_Turicibacter_refOTU_3,2,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,3
V3_Turicibacter_refOTU_4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
V3_Turicibacter_refOTU_5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Turicibacter_refOTU_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Abiotrophia_refOTU_1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Granulicatella_refOTU_1,3,2,2,4,2,0,2,0,1,0,0,0,3,0,0,0,0,1
V3_Granulicatella_refOTU_2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Granulicatella_refOTU_3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Enterococcus_refOTU_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
V3_Enterococcus_refOTU_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V3_Enterococcus_refOTU_3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Enterococcus_refOTU_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Oscillospira_refOTU_1,0,0,0,0,0,0,2,0,526,355,1451,390,430,0,0,0,0,0
V3_Oscillospira_refOTU_2,131,256,49,142,0,0,307,438,100,46,13,38,46,94,87,135,385,411
V3_Oscillospira_refOTU_3,157,0,0,0,0,0,53,15,535,325,9,347,413,55,128,16,47,10
V3_Oscillospira_refOTU_4,67,313,99,110,0,0,127,178,39,33,55,41,23,75,81,51,191,226
V3_Oscillospira_refOTU_5,64,60,49,146,0,0,172,75,64,36,44,70,84,121,162,92,205,89
V3_Oscillospira_refOTU_6,26,35,18,10,0,0,24,13,99,83,248,53,88,46,29,29,49,30
V3_Oscillospira_refOTU_7,43,0,0,0,0,0,18,0,112,99,100,115,142,10,38,0,8,2
V3_Oscillospira_refOTU_8,83,0,0,0,0,0,18,4,87,77,66,101,109,30,52,7,31,12
V3_Oscillospira_refOTU_9,8,44,11,35,0,0,38,26,22,17,19,17,24,13,38,23,62,32
V3_Oscillospira_refOTU_10,0,0,0,0,0,0,0,0,46,60,49,77,124,0,0,0,0,0
V3_Oscillospira_refOTU_11,24,60,16,26,0,0,53,6,10,4,0,0,0,12,13,11,29,17
V3_Oscillospira_refOTU_12,5,0,0,0,0,0,2,2,1,3,3,10,3,1,1,0,8,7
V3_Oscillospira_refOTU_13,0,4,0,0,4,2,0,0,7,3,5,5,4,3,1,0,2,1
V3_Oscillospira_refOTU_14,0,0,0,0,0,0,0,0,18,5,2,3,4,0,0,0,2,1
V3_Oscillospira_refOTU_15,0,0,0,0,0,0,0,2,13,6,0,2,4,0,0,0,0,0
V3_Oscillospira_refOTU_16,0,0,0,0,0,0,2,0,0,2,0,10,4,0,0,0,0,0
V3_Oscillospira_refOTU_17,2,2,2,4,0,0,0,0,1,0,5,0,0,0,1,0,0,1
V3_Oscillospira_refOTU_18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Oscillospira_refOTU_19,0,0,0,0,0,0,0,0,0,1,9,0,3,0,0,0,0,0
V3_Oscillospira_refOTU_20,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,2
V3_Oscillospira_refOTU_21,3,0,0,0,0,0,0,0,0,2,2,2,3,0,0,0,0,0
V3_Oscillospira_refOTU_22,0,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_23,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
V3_Oscillospira_refOTU_24,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0
V3_Oscillospira_refOTU_25,0,0,0,0,0,0,0,0,0,3,0,2,0,0,3,0,0,0
V3_Oscillospira_refOTU_26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
V3_Oscillospira_refOTU_27,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_28,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1
V3_Oscillospira_refOTU_29,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3
V3_Oscillospira_refOTU_30,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0
V3_Oscillospira_refOTU_31,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0
V3_Oscillospira_refOTU_32,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
V3_Oscillospira_refOTU_33,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0
V3_Oscillospira_refOTU_34,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0
V3_Oscillospira_refOTU_35,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0
V3_Oscillospira_refOTU_36,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0
V3_Oscillospira_refOTU_37,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0
V3_Oscillospira_refOTU_38,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_39,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
V3_Oscillospira_refOTU_40,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
V3_Oscillospira_refOTU_43,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
V3_Oscillospira_refOTU_44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
V3_Oscillospira_refOTU_45,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
V3_Oscillospira_refOTU_46,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
V3_Oscillospira_refOTU_47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
V3_Oscillospira_refOTU_48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
V3_Oscillospira_refOTU_49,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
V3_Oscillospira_refOTU_50,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
V3_Oscillospira_refOTU_51,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
V3_Oscillospira_refOTU_52,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
V3_Oscillospira_refOTU_54,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Oscillospira_refOTU_55,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
V3_Oscillospira_refOTU_56,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
V3_Oscillospira_refOTU_57,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
V3_Oscillospira_refOTU_58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
V3_Oscillospira_refOTU_59,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_60,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_61,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Oscillospira_refOTU_63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
V3_Oscillospira_refOTU_64,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_65,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_66,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_67,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_68,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_69,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_70,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_71,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_72,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V3_Oscillospira_refOTU_74,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_75,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
V3_Oscillospira_refOTU_76,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
V3_Oscillospira_refOTU_77,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
V3_Oscillospira_refOTU_78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Oscillospira_refOTU_87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Oscillospira_refOTU_88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Oscillospira_refOTU_89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Oscillospira_refOTU_90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Oscillospira_refOTU_91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Oscillospira_refOTU_92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Oscillospira_refOTU_93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Oscillospira_refOTU_94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Oscillospira_refOTU_95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Oscillospira_refOTU_104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Oscillospira_refOTU_105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Syntrophococcus_refOTU_1,13,5,0,2,0,0,0,0,3,0,0,0,1,1,1,2,0,0
V3_Lactobacillus_refOTU_1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6
V3_Lactobacillus_refOTU_2,0,0,0,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0
V3_Lactobacillus_refOTU_3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
V3_Lactobacillus_refOTU_4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
V3_Lactobacillus_refOTU_5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Lactobacillus_refOTU_6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Lactobacillus_refOTU_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Leuconostoc_refOTU_1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Weissella_refOTU_1,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0
V3_Lactococcus_refOTU_1,0,0,0,2,6,2,4,4,4,0,2,0,3,0,0,5,2,2
V3_Lactococcus_refOTU_2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1
V3_Lactococcus_refOTU_3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
V3_Lactococcus_refOTU_4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
V3_Lactococcus_refOTU_5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
V3_Streptococcus_refOTU_1,50,30,14,8,2,0,24,4,9,0,2,2,11,76,7,38,64,13
V3_Streptococcus_refOTU_2,6,0,5,2,0,0,26,2,19,2,0,2,14,16,3,2,23,4
V3_Streptococcus_refOTU_3,0,4,2,4,4,4,2,8,3,2,2,2,5,0,9,7,0,4
V3_Streptococcus_refOTU_4,6,5,0,0,2,0,2,4,0,0,0,0,1,6,4,0,2,0
V3_Streptococcus_refOTU_5,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0
V3_Streptococcus_refOTU_6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2
V3_Streptococcus_refOTU_7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
V3_Streptococcus_refOTU_8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
V3_Streptococcus_refOTU_9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Streptococcus_refOTU_10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
V3_Streptococcus_refOTU_11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
V3_Streptococcus_refOTU_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Streptococcus_refOTU_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Streptococcus_refOTU_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Streptococcus_refOTU_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Streptococcus_refOTU_16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Streptococcus_refOTU_17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Streptococcus_refOTU_18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Streptococcus_refOTU_19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Streptococcus_refOTU_20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Streptococcus_refOTU_21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V3_Streptococcus_refOTU_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V3_Streptococcus_refOTU_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V3_Streptococcus_refOTU_24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Streptococcus_refOTU_25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
V3_Streptococcus_refOTU_26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Streptococcus_refOTU_27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Streptococcus_refOTU_28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Streptococcus_refOTU_29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Streptococcus_refOTU_30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V3_Streptococcus_refOTU_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Streptococcus_refOTU_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Streptococcus_refOTU_33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Streptococcus_refOTU_34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Streptococcus_refOTU_35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Streptococcus_refOTU_36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Streptococcus_refOTU_37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Streptococcus_refOTU_38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Dialister_refOTU_1,494,559,509,415,0,0,317,229,0,0,2,0,0,491,428,202,312,377
V3_Dialister_refOTU_2,0,0,0,0,0,0,0,0,623,320,0,357,347,0,0,0,0,0
V3_Dialister_refOTU_3,0,0,3,2,0,0,0,0,0,0,0,0,0,1,3,2,0,3
V3_Dialister_refOTU_4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1
V3_Dialister_refOTU_5,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0
V3_Dialister_refOTU_6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Dialister_refOTU_7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
V3_Dialister_refOTU_8,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Dialister_refOTU_9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
V3_Dialister_refOTU_10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
V3_Dialister_refOTU_11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
V3_Dialister_refOTU_12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
V3_Dialister_refOTU_13,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Dialister_refOTU_14,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
V3_Dialister_refOTU_15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Dialister_refOTU_16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
V3_Dialister_refOTU_17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Dialister_refOTU_18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
V3_Dialister_refOTU_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Dialister_refOTU_20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Dialister_refOTU_21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V3_Dialister_refOTU_22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Dialister_refOTU_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
V3_Dialister_refOTU_24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Dialister_refOTU_25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_Dialister_refOTU_26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V3_Dialister_refOTU_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Dialister_refOTU_28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Dialister_refOTU_29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Dialister_refOTU_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Dialister_refOTU_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Dialister_refOTU_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
V3_Mitsuokella_refOTU_1,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0
V3_Mitsuokella_refOTU_2,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
V3_Mitsuokella_refOTU_3,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
V3_Mitsuokella_refOTU_4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
V3_Papillibacter_refOTU_1,14,23,5,16,0,0,38,4,121,75,316,56,131,40,12,7,14,5
V3_Papillibacter_refOTU_2,6,12,18,12,0,8,8,43,0,0,0,0,0,20,6,2,10,12
V3_Papillibacter_refOTU_3,6,0,0,0,0,0,6,4,0,0,0,0,0,12,3,0,0,0
V3_Papillibacter_refOTU_4,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,10,0
V3_Papillibacter_refOTU_5,3,0,0,0,0,0,0,0,3,2,5,0,0,1,0,0,2,0
V3_Papillibacter_refOTU_6,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0
V3_Papillibacter_refOTU_7,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0
V3_Papillibacter_refOTU_8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
V3_Papillibacter_refOTU_9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V3_Papillibacter_refOTU_10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V3_Papillibacter_refOTU_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Papillibacter_refOTU_12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
V3_Papillibacter_refOTU_13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Papillibacter_refOTU_14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
V3_Papillibacter_refOTU_15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Phascolarctobacterium_refOTU_1,0,0,0,0,0,0,0,0,10,261,3,39,14,0,0,0,0,0
V3_Phascolarctobacterium_refOTU_2,0,0,0,0,0,0,0,0,0,13,0,2,1,0,0,0,0,0
V3_Phascolarctobacterium_refOTU_3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V3_Veillonella_refOTU_1,0,2,0,0,0,0,2,0,4,1,0,0,0,7,0,0,8,0
V3_Veillonella_refOTU_2,2,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,2,0
V3_Veillonella_refOTU_3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,4,0
V3_Veillonella_refOTU_4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,2,0,0
V3_Veillonella_refOTU_5,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,2
V3_Veillonella_refOTU_6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
V3_Veillonella_refOTU_7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
V3_Veillonella_refOTU_8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
V3_Veillonella_refOTU_9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V3_Acetanaerobacterium_refOTU_1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V3_Acetivibrio_refOTU_1,0,0,0,0,0,0,0,0,24,1,0,10,8,0,0,0,0,0
V3_Acetivibrio_refOTU_2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
V3_Acetivibrio_refOTU_3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
V3_Acetivibrio_refOTU_4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
V3_Anaerotruncus_refOTU_1,0,0,0,0,0,0,0,0,358,101,63,166,303,0,0,0,0,0
V3_Anaerotruncus_refOTU_2,3,0,6,53,0,0,14,0,12,3,0,5,0,7,37,5,12,1
V3_Anaerotruncus_refOTU_3,0,0,0,0,0,0,0,0,18,11,0,2,5,0,0,0,0,0
V3_Anaerotruncus_refOTU_4,0,0,0,0,0,0,0,0,9,6,0,3,11,0,0,0,0,0
V3_Anaerotruncus_refOTU_5,6,2,0,2,0,0,0,0,0,0,0,0,1,0,15,0,0,0
V3_Anaerotruncus_refOTU_6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,14,3
V3_Anaerotruncus_refOTU_7,0,4,0,0,0,0,0,0,0,1,5,3,5,0,0,2,2,0
V3_Anaerotruncus_refOTU_8,0,0,0,0,0,0,0,0,1,0,2,0,7,1,0,2,2,1
